ETER_ID,institution_name,English Institution Name,reference_year,country_code,latitude,longitude,total_current_expenditure_PPP,basic_government_allocation_PPP,private_third_party_funding_PPP,total_current_revenues_PPP,total_academic_staff_FTE,total_students_enrolled_ISCED_5-7,total_students_enrolled_ISCED_8,ReD_expenditure_PPP,erasmus_incoming_students_ISCED_5,erasmus_incoming_students_ISCED_6,erasmus_incoming_students_ISCED_7,erasmus_incoming_students_ISCED_8,erasmus_incoming_staff,TOTAL_ISCED8 ,staff_to_student_ratio,doctorate_to_stundents_ratio,doctorate_to_accademic_staff,research_income,proportion_of_international_students,proportion_international_staff
FR0001,Université Nice - Sophia-Antipolis,University of Nice Sophia Antipolis,2017,FR,"43,71688128","7,267293985",m,m,m,m,m,26602,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0002,Université de technologie de Troyes,University of Technology of Troyes,2017,FR,"48,269146","4,066716",m,m,m,m,m,2915,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0003,École de l'air,,2017,FR,"43,624831","5,111683",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0004,École nationale supérieure d'architecture de Marseille,,2017,FR,"43,229591","5,434393",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0005,École supérieure d'art et de design Marseille-Mediterranée,,2017,FR,"43,228555","5,43565",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0006,École centrale de Marseille,,2017,FR,"43,342462","5,43711",m,m,m,m,m,1040,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0007,Aix-Marseille université,Aix-Marseille University,2017,FR,"43,29364446","5,358708294",m,m,m,m,m,58721,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0008,Université de Caen Basse-Normandie,University of Caen Lower Normandy,2017,FR,"49,17526932","-0,3418634975",m,m,m,m,m,25770,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0009,École supérieure d'arts et médias de Caen - Cherbourg,,2017,FR,"49,180832","-0,346372",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0010,École nationale supérieure d'ingénieurs de Caen,,2017,FR,"49,214788","-0,367219",m,m,m,m,m,705,a,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0011,École supérieure d'ingénieurs des travaux de la construction de Caen,,2017,FR,"49,216273","-0,366575",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0012,École européenne supérieure de l'image,,2017,FR,"45,653391","0,149939",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0013,École d'ingénieurs en génie des systèmes industriels,,2017,FR,"46,139727","-1,154497",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0014,Université de La Rochelle,University of La Rochelle,2017,FR,"46,14758863","-1,155106467",m,m,m,m,m,7750,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0015,École nationale supérieure d'art de Bourges,,2017,FR,"47,085765","2,395095",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0017,École nationale supérieure d'art de Dijon,,2017,FR,"47,321309","5,035335",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0018,Université de Bourgogne,University of Burgundy,2017,FR,"47,32180797","5,063030096",m,m,m,m,m,26872,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0019,École nationale des greffes,,2017,FR,"47,32958","5,049613",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0020,"Institut national supérieur des sciences agronomiques, de l'alimentation et de l'environnement",,2017,FR,"47,31124893","5,065522836",m,m,m,m,m,570,a,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0021,École nationale supérieure de mécanique et des microtechniques,,2017,FR,"47,2510048","5,993988245",m,m,m,m,m,844,a,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0022,Université de Franche-Comté,University of Franche-Comté,2017,FR,"47,24059074","6,023088088",m,m,m,m,m,19391,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0023,École nationale d'ingénieurs de Brest,,2017,FR,"48,3637319","-4,547893514",m,m,m,m,m,663,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0024,École Navale,,2017,FR,"48,278234","-4,413725",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0025,École nationale supérieure de techniques avancées Bretagne,,2017,FR,"48,418846","-4,47204",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0026,Université de Bretagne Occidentale,University of Western Brittany,2017,FR,"48,39828637","-4,50773596",m,m,m,m,m,18728,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0028,Institut supérieur de l'électronique et du numérique Brest,,2017,FR,"48,407084","-4,495559",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0029,École des mines d'Alès,,2017,FR,"44,132278","4,089421",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0030,Université de Nîmes,University of Nîmes,2017,FR,"43,84225797","4,356458378",m,m,m,m,m,4066,m,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0031,Institut supérieur des Arts de Toulouse,,2017,FR,"43,600275","1,440043",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0032,École nationale supérieure d'architecture de Toulouse,,2017,FR,"43,579438","1,3969",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0033,Institut national des sciences appliquées de Toulouse,,2017,FR,"43,568255","1,467133",m,m,m,m,m,2749,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0034,École d'ingénieurs de Purpan,,2017,FR,"43,601115","1,399696",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0035,Institut catholique de Toulouse,Catholic University of Toulouse,2017,FR,"43,595426","1,443006",m,m,m,m,m,m,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0036,École nationale de l'aviation civile,French Civil Aviation University,2017,FR,"43,565156","1,479281",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0037,Institut national polytechnique de Toulouse,National Polytechnic Institute of Toulouse,2017,FR,"43,555454","1,503866",m,m,m,m,m,3219,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0038,Université Toulouse 1 - Capitole,Toulouse 1 University Capitole,2017,FR,"43,60627297","1,435524931",m,m,m,m,m,20001,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0039,Université Toulouse - Jean Jaurès,University of Toulouse II - Jean Jaurès,2017,FR,"43,57843286","1,402656752",m,m,m,m,m,24567,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0040,Université de Toulouse 3 - Paul Sabatier,Paul Sabatier University,2017,FR,"43,56082647","1,469362463",m,m,m,m,m,27895,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0041,Institut supérieur de l'aéronautique et de l'espace,,2017,FR,"43,565513","1,473954",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0042,École nationale supérieure d'architecture et de paysage de Bordeaux,,2017,FR,"44,794024","-0,604072",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0043,École nationale supérieure des sciences agronomiques de Bordeaux Aquitaine,,2017,FR,"44,792737","-0,608565",m,m,m,m,m,m,a,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0046,Université Bordeaux Montaigne,Bordeaux Montaigne University,2017,FR,"44,80146449","-0,6150580848",m,m,m,m,m,13889,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0047,École des beaux-arts de Bordeaux,,2017,FR,"44,830666","-0,560345",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0048,École nationale de la magistrature,French national school for the judiciary,2017,FR,"44,836908","-0,579461",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0050,Institut polytechnique de Bordeaux,,2017,FR,"44,805591","-0,6052",m,m,m,m,m,2466,a,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0051,École nationale supérieure de chimie de Montpellier,,2017,FR,"43,6348","3,865474",m,m,m,m,m,392,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0052,École nationale supérieure d’architecture de Montpellier,,2017,FR,"43,636475","3,856929",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0055,Université Montpellier 3 - Paul-Valéry,"Paul Valéry University, Montpellier 3",2017,FR,"43,63256243","3,869381271",m,m,m,m,m,18209,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0056,Institut national d'études supérieures agronomiques de Montpellier,,2017,FR,"43,617615","3,856",m,m,m,m,m,m,a,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0057,École nationale supérieure de chimie de Rennes,,2017,FR,"48,117744","-1,633971",m,m,m,m,m,445,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0058,École nationale supérieure d'architecture de Bretagne,,2017,FR,"48,119452","-1,68348",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0059,École régionale des beaux-arts de Rennes,,2017,FR,"48,114731","-1,677219",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0060,École des hautes études en santé publique,,2017,FR,"48,117139","-1,703685",m,m,m,m,m,400,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0061,Institut national des sciences appliquées de Rennes,,2017,FR,"48,120853","-1,635639",m,m,m,m,m,1824,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0062,Université de Rennes 1,University of Rennes 1,2017,FR,"48,1159731","-1,673021834",m,m,m,m,m,25344,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0063,Université Rennes 2,University of Rennes 2 – Upper Brittany,2017,FR,"48,11910776","-1,64047456",m,m,m,m,m,19597,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0064,ECAM Rennes Louis de Broglie,,2017,FR,"48,046935","-1,74317",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0065,Institut catholique de Rennes,Catholic University of Rennes,2017,FR,"48,048722","-1,744928",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0066,École des métiers de l'environnement,,2017,FR,"48,044275","-1,745633",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0067,École des Avocats du Grand Ouest,,2017,FR,"48,045684","-1,741622",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0068,École nationale de la statistique et de l'analyse de l'information,,2017,FR,"48,05067","-1,741846",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0069,"Institut supérieur des sciences agronomiques, agroalimentaires, horticoles et du paysage",,2017,FR,"48,113551","-1,706397",m,m,m,m,m,m,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0070,Université de Tours,University of Tours,2017,FR,"47,38373421","0,6725113312",m,m,m,m,m,24178,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0071,École nationale supérieure d'architecture de Grenoble,,2017,FR,"45,160399","5,733414",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0072,École supérieure d'art de Grenoble,,2017,FR,"45,186518","5,726691",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0076,Grenoble INP,Grenoble institute of technology,2017,FR,"45,191182","5,717299",m,m,m,m,m,5131,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0077,Communauté Université Grenoble-Alpes ,,2017,FR,"45,193671","5,769445",m,m,m,m,m,a,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0079,École supérieure d'art et design Saint-Étienne,,2017,FR,"45,4507","4,385791",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0080,École nationale d'ingénieurs de Saint-Étienne,,2017,FR,"45,429842","4,421456",m,m,m,m,m,944,a,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0081,Telecom Saint-Étienne,,2017,FR,"45,452387","4,387833",m,m,m,m,m,m,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0082,Université Jean Monnet,Jean Monnet University,2017,FR,"45,42477197","4,392701329",m,m,m,m,m,17872,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0083,École nationale supérieure d'architecture de Saint-Étienne,,2017,FR,"45,441154","4,381399",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0084,Ecole centrale de Nantes,,2017,FR,"47,24906361","-1,547859262",m,m,m,m,m,2086,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0085,École nationale supérieure d'architecture de Nantes,,2017,FR,"47,206995","-1,557332",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0086,École supérieure des beaux-arts de Nantes Métropole,,2017,FR,"47,20643","-1,56052",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0087,Université de Nantes,University of Nantes,2017,FR,"47,20972224","-1,555868836",m,m,m,m,m,33952,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0088,Institut régional d'administration de Nantes,,2017,FR,"47,251621","-1,550177",m,m,m,m,m,m,x,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0091,École supérieure du bois,,2017,FR,"47,283994","-1,514506",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0092,Université d'Orléans,University of Orléans,2017,FR,"47,85019637","1,933512445",m,m,m,m,m,14975,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0093,École supérieure d'art et de design d'Orléans,,2017,FR,"47,902745","1,9104",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0094,École nationale d'administration pénitentiaire,,2017,FR,"44,184253","0,627079",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0095,École régionale des beaux-arts d'Angers,,2017,FR,"47,466401","-0,548808",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0096,École supérieure d'agriculture d'Angers,,2017,FR,"47,459169","-0,544065",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0097,École supérieure d'électronique de l'Ouest,,2017,FR,"47,493224","-0,551309",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0098,Université catholique de l'Ouest,Catholic University of the West,2017,FR,"47,462379","-0,546661",m,m,m,m,m,m,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0099,Université d'Angers,University of Angers,2017,FR,"47,47709217","-0,5499368851",m,m,m,m,m,21523,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0100,École supérieure angevine en informatique et productique,,2017,FR,"47,46406","-0,497332",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0101,École supérieure d'art et de design de Reims,,2017,FR,"49,252358","4,02966",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0102,Université de Reims Champagne-Ardenne,University of Reims Champagne-Ardenne,2017,FR,"49,25585877","4,040316366",m,m,m,m,m,21357,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0103,École nationale supérieure d'architecture de Nancy,School of architecture of Nancy,2017,FR,"48,681589","6,172764",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0104,École nationale supérieure d'art de Nancy,,2017,FR,"48,674987","6,170266",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0105,Université de Lorraine,University of Lorraine,2017,FR,"48,69590233","6,176668404",m,m,m,m,m,55113,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0106,École spéciale militaire de Saint-Cyr,,2017,FR,"47,945724","-2,14994",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0107,École militaire interarmes,,2017,FR,"47,945724","-2,14994",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0108,Université de Bretagne-Sud,University of Southern Brittany,2017,FR,"47,74613042","-3,390832094",m,m,m,m,m,7850,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0110,Institut régional d'administration de Metz,,2017,FR,"49,117618","6,195248",m,m,m,m,m,m,x,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0111,École supérieure d'ingénieurs des travaux de la construction de Metz,,2017,FR,"49,100385","6,216705",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0112,École nationale supérieure de chimie de Lille,,2017,FR,"50,6095221","3,137110076",m,m,m,m,m,350,a,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0113,École nationale supérieure d'architecture et de paysage de Lille,,2017,FR,"50,62075","3,127616",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0114,École nationale supérieure des arts et industries textiles,,2017,FR,"50,69481529","3,168232259",m,m,m,m,m,354,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0116,École nationale supérieure des mines de Douai,,2017,FR,"50,746301","3,115632",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0117,Groupe Institut supérieur d'agriculture de Lille,,2017,FR,"50,633702","3,04693",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0118,Institut catholique de Lille,,2017,FR,"50,63312","3,046699",m,m,m,m,m,m,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0119,Institut supérieur de l'électronique et du numérique Lille,,2017,FR,"50,901544","2,547527",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0120,Hautes études d'ingénieur,,2017,FR,"50,633709","3,045126",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0121,École centrale de Lille,,2017,FR,"50,606451","3,136951",m,m,m,m,m,1558,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0122,Université de Valenciennes et du Hainaut-Cambrésis,University of Valenciennes and Hainaut-Cambresis,2017,FR,"50,32665343","3,511411374",m,m,m,m,m,11082,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0126,Institut régional d'administration de Lille,,2017,FR,"50,620896","3,074743",m,m,m,m,m,m,x,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0127,Université du Littoral Côte d'Opale,University of the Littoral Opal Coast,2017,FR,"51,03904396","2,372139545",m,m,m,m,m,8158,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0128,IXAD École des avocats de la région Nord-Ouest,,2017,FR,"50,619455","3,068545",m,m,m,m,m,m,x,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0130,Université de technologie de Compiègne,University of technology of compiègne,2017,FR,"49,415244","2,819106",m,m,m,m,m,4020,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0131,École supérieure de chimie organique et minérale,,2017,FR,"49,401978","2,802421",m,m,m,m,m,m,a,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0132,Université d'Artois,Artois University,2017,FR,"50,28363925","2,792249699",m,m,m,m,m,10760,m,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0134,Ecole nationale des finances publiques,,2017,FR,"48,838182","2,545125",m,m,m,m,m,m,x,a,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
FR0136,École nationale supérieure d'architecture de Clermont-Ferrand,,2017,FR,"45,801526","3,103327",m,m,m,m,m,m,x,m,m,m,m,m,m,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
