x,y,label,institution_name,ETER_ID,reference_year,country_code,missing_perc,cons_perc
3298.1862080432375,48254.618742316736,0,École nationale supérieure d'architecture de Bretagne,FR0058,2017,FR,0.6,0.0
3298.1862080432375,48254.618742316736,0,École régionale des beaux-arts de Rennes,FR0059,2017,FR,0.6,0.0
2914.090935569437,47860.6529103032,0,École des hautes études en santé publique,FR0060,2017,FR,0.4,0.2
1609.7851298544495,46458.93546122394,0,Institut national des sciences appliquées de Rennes,FR0061,2017,FR,0.5,0.2
22159.837179059457,23678.5576171423,0,Université de Rennes 1,FR0062,2017,FR,0.6,0.2
16422.372727365408,29138.794010735714,0,Université Rennes 2,FR0063,2017,FR,0.5,0.2
3298.1862080432375,48254.618742316736,0,ECAM Rennes Louis de Broglie,FR0064,2017,FR,0.5,0.2
3298.1862080432375,48254.618742316736,0,Institut catholique de Rennes,FR0065,2017,FR,0.8,0.0
3298.1862080432375,48254.618742316736,0,École des métiers de l'environnement,FR0066,2017,FR,0.5,0.2
3298.1862080432375,48254.618742316736,0,École des Avocats du Grand Ouest,FR0067,2017,FR,0.6,0.0
3298.1862080432375,48254.618742316736,0,École nationale de la statistique et de l'analyse de l'information,FR0068,2017,FR,0.5,0.2
3298.1862080432375,48254.618742316736,0,"Institut supérieur des sciences agronomiques, agroalimentaires, horticoles et du paysage",FR0069,2017,FR,0.6,0.2
20995.51439337073,24776.02892820087,0,Université de Tours,FR0070,2017,FR,0.6,0.2
3298.1862080432375,48254.618742316736,0,École nationale supérieure d'architecture de Grenoble,FR0071,2017,FR,0.6,0.0
3298.1862080432375,48254.618742316736,0,École supérieure d'art de Grenoble,FR0072,2017,FR,0.6,0.0
2124.536486240685,43209.07093076606,0,Grenoble INP,FR0076,2017,FR,0.5,0.2
3298.1862080432375,48254.618742316736,0,Communauté Université Grenoble-Alpes ,FR0077,2017,FR,0.4,0.2
3298.1862080432375,48254.618742316736,0,École supérieure d'art et design Saint-Étienne,FR0079,2017,FR,0.6,0.0
2399.936253166709,47325.01483094554,0,École nationale d'ingénieurs de Saint-Étienne,FR0080,2017,FR,0.4,0.2
3298.1862080432375,48254.618742316736,0,Telecom Saint-Étienne,FR0081,2017,FR,0.6,0.2
14701.12210716652,30797.818050743987,0,Université Jean Monnet,FR0082,2017,FR,0.6,0.2
3298.1862080432375,48254.618742316736,0,École nationale supérieure d'architecture de Saint-Étienne,FR0083,2017,FR,0.6,0.0
1395.328107339501,46201.177464164226,0,Ecole centrale de Nantes,FR0084,2017,FR,0.5,0.2
3298.1862080432375,48254.618742316736,0,École nationale supérieure d'architecture de Nantes,FR0085,2017,FR,0.6,0.0
3298.1862080432375,48254.618742316736,0,École supérieure des beaux-arts de Nantes Métropole,FR0086,2017,FR,0.6,0.0
30757.620201606067,15878.18419276921,1,Université de Nantes,FR0087,2017,FR,0.6,0.2
3298.1862080432375,48254.618742316736,0,Institut régional d'administration de Nantes,FR0088,2017,FR,0.8,0.0
3298.1862080432375,48254.618742316736,0,École supérieure du bois,FR0091,2017,FR,0.5,0.2
11812.148012290952,33598.7133592595,0,Université d'Orléans,FR0092,2017,FR,0.6,0.2
3298.1862080432375,48254.618742316736,0,École supérieure d'art et de design d'Orléans,FR0093,2017,FR,0.6,0.0
3298.1862080432375,48254.618742316736,0,École nationale d'administration pénitentiaire,FR0094,2017,FR,0.6,0.0
3298.1862080432375,48254.618742316736,0,École régionale des beaux-arts d'Angers,FR0095,2017,FR,0.6,0.0
3298.1862080432375,48254.618742316736,0,École supérieure d'agriculture d'Angers,FR0096,2017,FR,0.6,0.2
3298.1862080432375,48254.618742316736,0,École supérieure d'électronique de l'Ouest,FR0097,2017,FR,0.5,0.2
3298.1862080432375,48254.618742316736,0,Université catholique de l'Ouest,FR0098,2017,FR,0.7,0.2
18344.771127751716,27295.95738660361,0,Université d'Angers,FR0099,2017,FR,0.6,0.2
3298.1862080432375,48254.618742316736,0,École supérieure angevine en informatique et productique,FR0100,2017,FR,0.5,0.2
